rep,automation,resource_abundance,concentration,safeguards,productive_abundance,marginal_cost,residual_scarcity,free_access,settlement_required,access,htve_access_gain
0,0.0,0.25,0.1,0.2,0.173585688994852,1.0,0.7749135615896077,0.0635871533087485,0.9138531888975151,0.42353590008137054,0.07901761829644498
0,0.0,0.25,0.1,0.9,0.173585688994852,1.0,0.7749135615896077,0.07233587203408906,0.7939907259083542,0.564147695380308,0.1019331500149442
0,0.0,0.25,0.5,0.2,0.173585688994852,1.0,0.7749135615896077,0.023593010564334604,0.9658511974306158,0.29273912157194293,0.08541730729755867
0,0.0,0.25,0.5,0.9,0.173585688994852,1.0,0.7749135615896077,0.06733660419103732,0.8004904769749918,0.5477980980666294,0.10306187037579535
0,0.0,0.25,0.9,0.2,0.173585688994852,1.0,0.7749135615896077,0.0,1.0,0.17096296576155884,0.08960000000000001
0,0.0,0.25,0.9,0.9,0.173585688994852,1.0,0.7749135615896077,0.06233733634798558,0.8069902280416295,0.531448500752951,0.10419536962871105
0,0.0,0.5,0.1,0.2,0.17207688200247648,1.0,0.7756206246909624,0.06216525359913383,0.9060838915791198,0.4226477957758793,0.07840932533351334
0,0.0,0.5,0.1,0.9,0.17207688200247648,1.0,0.7756206246909624,0.07083792845205863,0.7861482946723907,0.5632177669449879,0.10101292780478864
0,0.0,0.5,0.5,0.2,0.17207688200247648,1.0,0.7756206246909624,0.022518739985763245,0.9579637062076658,0.2920422132885254,0.08477047323305588
0,0.0,0.5,0.5,0.9,0.17207688200247648,1.0,0.7756206246909624,0.06588211425038731,0.792633271500959,0.5468920691340686,0.10213504453947811
0,0.0,0.5,0.9,0.2,0.17207688200247648,1.0,0.7756206246909624,0.0,1.0,0.17085690629635564,0.08960000000000001
0,0.0,0.5,0.9,0.9,0.17207688200247648,1.0,0.7756206246909624,0.06092630004871599,0.7991182483295273,0.5305663713231494,0.10326188785987031
0,0.0,0.75,0.1,0.2,0.18251760470631204,1.0,0.7824713664921266,0.07200459067522846,0.9222973467241421,0.4270318198975567,0.07936517506280794
0,0.0,0.75,0.1,0.9,0.18251760470631204,1.0,0.7824713664921266,0.08120347795242658,0.801223733740997,0.5678912079000157,0.10233926772165024
0,0.0,0.75,0.5,0.2,0.18251760470631204,1.0,0.7824713664921266,0.029952534550894166,0.9749950458064157,0.2951031890291729,0.08592040403684494
0,0.0,0.75,0.5,0.9,0.18251760470631204,1.0,0.7824713664921266,0.0759469709368848,0.8078109461262812,0.5514001290414677,0.1034928928273538
0,0.0,0.75,0.9,0.2,0.18251760470631204,1.0,0.7824713664921266,0.0,1.0,0.16982929502618102,0.08960000000000001
0,0.0,0.75,0.9,0.9,0.18251760470631204,1.0,0.7824713664921266,0.07069046392134301,0.8143981585115654,0.5349090501829198,0.1046516103388914
0,0.0,1.0,0.1,0.2,0.17866251412151518,1.0,0.7855600411817381,0.0683715533081159,0.8975901903648805,0.42457034814220307,0.07739978541682015
0,0.0,1.0,0.1,0.9,0.17866251412151518,1.0,0.7855600411817381,0.07737614401984028,0.7761502237574508,0.5653228730336515,0.09935510287862404
0,0.0,1.0,0.5,0.2,0.17866251412151518,1.0,0.7855600411817381,0.027207710054518802,0.9499858970711036,0.2931302343527247,0.0838449991328085
0,0.0,1.0,0.5,0.9,0.17866251412151518,1.0,0.7855600411817381,0.07223066361314062,0.7826996870957287,0.5488928588099666,0.10048965298363456
0,0.0,1.0,0.9,0.2,0.17866251412151518,1.0,0.7855600411817381,0.0,0.99763651848964,0.16936599382273929,0.08938823205667175
0,0.0,1.0,0.9,0.9,0.17866251412151518,1.0,0.7855600411817381,0.067085183206441,0.7892491504340067,0.5324628445862819,0.10162915936754098
0,0.25,0.25,0.1,0.2,0.21980409277951163,0.8187307530779818,0.7361523289092876,0.12527030172761358,0.8791096748724591,0.46327581661379436,0.073341201118066
0,0.25,0.25,0.1,0.9,0.21980409277951163,0.8187307530779818,0.7361523289092876,0.13634842800370095,0.763881785891289,0.6051687860656425,0.09447202445035144
0,0.25,0.25,0.5,0.2,0.21980409277951163,0.8187307530779818,0.7361523289092876,0.07462743875121408,0.9347282482844349,0.3266222419767746,0.08031405688146204
0,0.25,0.25,0.5,0.9,0.21980409277951163,0.8187307530779818,0.7361523289092876,0.130018070131651,0.7708341075677859,0.5880870892360149,0.09569066871437112
0,0.25,0.25,0.9,0.2,0.21980409277951163,0.8187307530779818,0.7361523289092876,0.023984575774814595,0.9903468216964106,0.1899686673397549,0.08756452499942179
0,0.25,0.25,0.9,0.9,0.21980409277951163,0.8187307530779818,0.7361523289092876,0.1236877122596011,0.777786429244283,0.5710053924063876,0.09691578562972403
0,0.25,0.5,0.1,0.2,0.2901978499029929,0.6703200460356393,0.6962052472331555,0.2064504491450166,0.8088255412630337,0.5139169599447858,0.06424187600879917
0,0.25,0.5,0.1,0.9,0.2901978499029929,0.6703200460356393,0.6962052472331555,0.2210764207801274,0.6979839762944542,0.6577612443440968,0.08197343361337725
0,0.25,0.5,0.5,0.2,0.2901978499029929,0.6703200460356393,0.6962052472331555,0.13958886452736702,0.8699584800330346,0.36834308840507857,0.07196388828208955
0,0.25,0.5,0.5,0.9,0.2901978499029929,0.6703200460356393,0.6962052472331555,0.2127187227029212,0.7056255936407043,0.6395645104016333,0.08330455491618571
0,0.25,0.5,0.9,0.2,0.2901978499029929,0.6703200460356393,0.6962052472331555,0.07272727990971743,0.9310914188030355,0.2227692168653713,0.08008875915020128
0,0.25,0.5,0.9,0.9,0.2901978499029929,0.6703200460356393,0.6962052472331555,0.20436102462571504,0.7132672109869546,0.62136777645917,0.08464506904023575
0,0.25,0.75,0.1,0.2,0.33749478691513096,0.5488116360940264,0.6481407086613933,0.26317392357941677,0.7428960941604565,0.5523245516694703,0.05692871387471202
0,0.25,0.75,0.1,0.9,0.33749478691513096,0.5488116360940264,0.6481407086613933,0.2801836608399394,0.6379730842792838,0.6974799071627578,0.07215264701204309
0,0.25,0.75,0.5,0.2,0.33749478691513096,0.5488116360940264,0.6481407086613933,0.1854151246741706,0.8077340857882402,0.4007572122715849,0.06499249987930454
0,0.25,0.75,0.5,0.9,0.33749478691513096,0.5488116360940264,0.6481407086613933,0.27046381097678357,0.6460778332327568,0.678533989738022,0.07353105091682993
0,0.25,0.75,0.9,0.2,0.33749478691513096,0.5488116360940264,0.6481407086613933,0.1076563257689244,0.8725720774160239,0.2491898728736994,0.07355319823607011
0,0.25,0.75,0.9,0.9,0.33749478691513096,0.5488116360940264,0.6481407086613933,0.26074396111362785,0.6541825821862297,0.6595880723132864,0.07492104054662468
0,0.25,1.0,0.1,0.2,0.4111573456881066,0.44932896411722156,0.5916242523426914,0.3425417861647495,0.666343129518245,0.6044543445392085,0.04845616637900965
0,0.25,1.0,0.1,0.9,0.4111573456881066,0.44932896411722156,0.5916242523426914,0.36326411638743006,0.5680701419145567,0.7516516261616829,0.060776332277613546
0,0.25,1.0,0.5,0.2,0.4111573456881066,0.44932896411722156,0.5916242523426914,0.24781113371820973,0.7369515513500685,0.4435524856936116,0.05703110888478698
0,0.25,1.0,0.5,0.9,0.4111573456881066,0.44932896411722156,0.5916242523426914,0.3514227848316126,0.5768961946435347,0.7315388938059832,0.062222942172377046
0,0.25,1.0,0.9,0.2,0.4111573456881066,0.44932896411722156,0.5916242523426914,0.15308048127166993,0.8075599731818921,0.2826506268480148,0.0662652977315088
0,0.25,1.0,0.9,0.9,0.4111573456881066,0.44932896411722156,0.5916242523426914,0.33958145327579514,0.5857222473725127,0.7114261614502837,0.06368492267884958
0,0.5,0.25,0.1,0.2,0.3046437124666606,0.6703200460356393,0.6963112620135673,0.22006423002501702,0.7996247332279138,0.5213886372117242,0.06297463357276634
0,0.5,0.25,0.1,0.9,0.3046437124666606,0.6703200460356393,0.6963112620135673,0.2354182731333367,0.6885207818891855,0.6656333609213002,0.08013591292408766
0,0.5,0.25,0.5,0.2,0.3046437124666606,0.6703200460356393,0.6963112620135673,0.1498743186726984,0.8618893030877022,0.373984185967949,0.07085953400497183
0,0.5,0.25,0.5,0.9,0.3046437124666606,0.6703200460356393,0.6963112620135673,0.22664453421429687,0.6963038531216592,0.6472078045158283,0.08149101220019483
0,0.5,0.25,0.9,0.2,0.3046437124666606,0.6703200460356393,0.6963112620135673,0.07968440732037978,0.9241538729474905,0.22657973472417373,0.07917517560478228
0,0.5,0.25,0.9,0.9,0.3046437124666606,0.6703200460356393,0.6963112620135673,0.21787079529525705,0.7040869243541327,0.6287822481103564,0.08285615439170879
0,0.5,0.5,0.1,0.2,0.4154060481571944,0.44932896411722156,0.6004123184386367,0.34654576337161785,0.6618084625402376,0.6053383220885943,0.04799582208234203
0,0.5,0.5,0.1,0.9,0.4154060481571944,0.44932896411722156,0.6004123184386367,0.36748222819874043,0.5622323399176067,0.7526533777435118,0.05997736859491162
0,0.5,0.5,0.5,0.2,0.4154060481571944,0.44932896411722156,0.6004123184386367,0.25083620987620026,0.7327497107286796,0.4438980676661147,0.056596702185299975
0,0.5,0.5,0.5,0.9,0.4154060481571944,0.44932896411722156,0.6004123184386367,0.3555185340118132,0.571099995941162,0.7324733459407018,0.061425770625326934
0,0.5,0.5,0.9,0.2,0.4154060481571944,0.44932896411722156,0.6004123184386367,0.15512665638078263,0.8036909589171216,0.28245781324363495,0.0658667805596388
0,0.5,0.5,0.9,0.9,0.4154060481571944,0.44932896411722156,0.6004123184386367,0.34355483982488605,0.5799676519647172,0.7122933141378919,0.0628897753009856
0,0.5,0.75,0.1,0.2,0.5104701050548411,0.301194211912202,0.5344153517929239,0.4509476058124621,0.5998040092600728,0.6726588804279157,0.040413175864066675
0,0.5,0.75,0.1,0.9,0.5104701050548411,0.301194211912202,0.5344153517929239,0.4766752991072261,0.5078384442888436,0.8226091117400359,0.0500970852987162
0,0.5,0.75,0.5,0.2,0.5104701050548411,0.301194211912202,0.5344153517929239,0.3333352936078267,0.6781921954096488,0.4991721087153661,0.049625518063831114
0,0.5,0.75,0.5,0.9,0.5104701050548411,0.301194211912202,0.5344153517929239,0.46197376008164664,0.5176369675575406,0.8009232652759671,0.05162329267297745
0,0.5,0.75,0.9,0.2,0.5104701050548411,0.301194211912202,0.5344153517929239,0.21572298140319124,0.7565803815592248,0.32568533700281654,0.059746525887068955
0,0.5,0.75,0.9,0.9,0.5104701050548411,0.301194211912202,0.5344153517929239,0.4472722210560673,0.5274354908262376,0.7792374188118986,0.05317068597669223
0,0.5,1.0,0.1,0.2,0.6061577179117827,0.20189651799465538,0.4104774426016752,0.5510533815605986,0.44996738299267175,0.746307743468078,0.02809780347119202
0,0.5,1.0,0.1,0.9,0.6061577179117827,0.20189651799465538,0.4104774426016752,0.5816037305433523,0.3737134223743009,0.8989104354085927,0.03398242284760704
0,0.5,1.0,0.5,0.2,0.6061577179117827,0.20189651799465538,0.4104774426016752,0.4113946433537238,0.5358513539830092,0.560695437454297,0.037148683874952085
0,0.5,1.0,0.5,0.9,0.6061577179117827,0.20189651799465538,0.4104774426016752,0.564146388267493,0.3844489187480931,0.87570889715687,0.03545214747480223
0,0.5,1.0,0.9,0.2,0.6061577179117827,0.20189651799465538,0.4104774426016752,0.271735905146849,0.6217353249733466,0.37508313144051564,0.04738173697707298
0,0.5,1.0,0.9,0.9,0.6061577179117827,0.20189651799465538,0.4104774426016752,0.5466890459916337,0.39518441512188524,0.8525073589051474,0.03694943496642451
0,0.75,0.25,0.1,0.2,0.3457259772349369,0.5488116360940264,0.6308374323481236,0.2709309973368019,0.7006353702138706,0.5591864336830226,0.05342241035461611
0,0.75,0.25,0.1,0.9,0.3457259772349369,0.5488116360940264,0.6308374323481236,0.2883555865894427,0.5979937693392353,0.704569957771975,0.06727177069721452
0,0.75,0.25,0.5,0.2,0.3457259772349369,0.5488116360940264,0.6308374323481236,0.19127573218187244,0.7661181603665467,0.4065760378478114,0.06142270523043016
0,0.75,0.25,0.5,0.9,0.3457259772349369,0.5488116360940264,0.6308374323481236,0.27839867844507654,0.6061791181083199,0.6854936582925736,0.06863642080419068
0,0.75,0.25,0.9,0.2,0.3457259772349369,0.5488116360940264,0.6308374323481236,0.11162046702694295,0.8316009505192227,0.2539656420126001,0.06993709389693555
0,0.75,0.25,0.9,0.9,0.3457259772349369,0.5488116360940264,0.6308374323481236,0.26844177030071037,0.6143644668774044,0.6664173588131722,0.07001305722879647
0,0.75,0.5,0.1,0.2,0.490263987002192,0.301194211912202,0.5233511011957684,0.43190536015964553,0.5992348777060349,0.6638452829084399,0.040937152442755025
0,0.75,0.5,0.1,0.9,0.490263987002192,0.301194211912202,0.5233511011957684,0.456614665104556,0.5091645598573576,0.8132354006281406,0.05097900206654971
0,0.75,0.5,0.5,0.2,0.490263987002192,0.301194211912202,0.5233511011957684,0.3189485375543405,0.6760401973918385,0.492919030475522,0.049947347935250984
0,0.75,0.5,0.5,0.9,0.490263987002192,0.301194211912202,0.5233511011957684,0.44249506227889285,0.5187652248180832,0.7918696190740259,0.05247887406230736
0,0.75,0.5,0.9,0.2,0.490263987002192,0.301194211912202,0.5233511011957684,0.2059917149490354,0.7528455170776424,0.3219927780426042,0.05981261892862216
0,0.75,0.5,0.9,0.9,0.490263987002192,0.301194211912202,0.5233511011957684,0.42837545945322975,0.5283658897788086,0.7705038375199112,0.05399868251078319
0,0.75,0.75,0.1,0.2,0.6743056834438388,0.16529888822158653,0.390146381182644,0.6189357872553151,0.44458295737998305,0.7866927258130267,0.026274339022895603
0,0.75,0.75,0.1,0.9,0.6743056834438388,0.16529888822158653,0.390146381182644,0.6529207937008845,0.3700075618229192,0.94118447935809,0.03170501164449629
0,0.75,0.75,0.5,0.2,0.6743056834438388,0.16529888822158653,0.390146381182644,0.46357575778985455,0.5358053673982397,0.5924447096070234,0.0357676801509448
0,0.75,0.75,0.5,0.9,0.6743056834438388,0.16529888822158653,0.390146381182644,0.6335007900177019,0.3814103630752014,0.9169034773323395,0.033226761886145637
0,0.75,0.75,0.9,0.2,0.6743056834438388,0.16529888822158653,0.390146381182644,0.30821572832439403,0.6270277774164962,0.39819669340102015,0.04665784477434464
0,0.75,0.75,0.9,0.9,0.6743056834438388,0.16529888822158653,0.390146381182644,0.6140807863345193,0.39281316432748337,0.8926224753065891,0.03478107966778666
0,0.75,1.0,0.1,0.2,0.8165665722736103,0.09071795328941247,0.2562434052369329,0.7604605423817091,0.26231483928682653,0.8846167875244002,0.013673031013328467
0,0.75,1.0,0.1,0.9,0.8165665722736103,0.09071795328941247,0.2562434052369329,0.8016154976242991,0.20404807777117537,1.0,0.015253247661423138
0,0.75,1.0,0.5,0.2,0.8165665722736103,0.09071795328941247,0.2562434052369329,0.5723236041298693,0.3646813982924521,0.6723414714858882,0.022389940031516384
0,0.75,1.0,0.5,0.9,0.8165665722736103,0.09071795328941247,0.2562434052369329,0.7780983803428191,0.21684389764687856,1.0,0.016584771121743416
0,0.75,1.0,0.9,0.2,0.8165665722736103,0.09071795328941247,0.2562434052369329,0.3841866658780294,0.4670479572980777,0.46006615544737617,0.03300500928814716
0,0.75,1.0,0.9,0.9,0.8165665722736103,0.09071795328941247,0.2562434052369329,0.7545812630613392,0.2296397175225817,0.9899831838981967,0.017960551003638716
0,0.95,0.25,0.1,0.2,0.39586205717839323,0.46766642700990924,0.6056740055674075,0.32629375998392685,0.6785568041469587,0.5934104671560486,0.04988766147488931
0,0.95,0.25,0.1,0.9,0.39586205717839323,0.46766642700990924,0.6056740055674075,0.34624520766571787,0.5785789511557127,0.7401837633810338,0.06262472531449717
0,0.95,0.25,0.5,0.2,0.39586205717839323,0.46766642700990924,0.6056740055674075,0.23508714201002504,0.7479670542580853,0.4344468272704026,0.05835257916107922
0,0.95,0.25,0.5,0.9,0.39586205717839323,0.46766642700990924,0.6056740055674075,0.3348443804189801,0.5872552324196035,0.7203133083953279,0.0640561672936154
0,0.95,0.25,0.9,0.2,0.39586205717839323,0.46766642700990924,0.6056740055674075,0.14388052403612323,0.817377304369212,0.27548318738475663,0.06744144809300687
0,0.95,0.25,0.9,0.9,0.39586205717839323,0.46766642700990924,0.6056740055674075,0.3234435531722424,0.5959315136834944,0.7004428534096222,0.06550215696413204
0,0.95,0.5,0.1,0.2,0.5815075996602219,0.21871188695221475,0.4610878749404621,0.5261415732245716,0.5056385971868944,0.7250146840324451,0.032194890948241864
0,0.95,0.5,0.1,0.9,0.5815075996602219,0.21871188695221475,0.4610878749404621,0.5554495562474469,0.4227215804674521,0.8769340746950265,0.03925181949041368
0,0.95,0.5,0.5,0.2,0.5815075996602219,0.21871188695221475,0.4610878749404621,0.3921622222628565,0.5895915765138776,0.5425260410035018,0.041433103302854934
0,0.95,0.5,0.5,0.9,0.5815075996602219,0.21871188695221475,0.4610878749404621,0.5387021373772325,0.433215702883325,0.8541229943164086,0.040759765833608345
0,0.95,0.5,0.9,0.2,0.5815075996602219,0.21871188695221475,0.4610878749404621,0.25818287130114137,0.6735445558408607,0.36003739797455847,0.051779915155039755
0,0.95,0.5,0.9,0.9,0.5815075996602219,0.21871188695221475,0.4610878749404621,0.5219547185070181,0.44370982529919784,0.8313119139377907,0.04229355965044025
0,0.95,0.75,0.1,0.2,0.7787614974244682,0.10228420671553748,0.26945434621378944,0.7236764145012652,0.3123517178323593,0.8624038760436274,0.016847385287849213
0,0.95,0.75,0.1,0.9,0.7787614974244682,0.10228420671553748,0.26945434621378944,0.7629259939714583,0.25288325234256315,1.0,0.019623294557032264
0,0.95,0.75,0.5,0.2,0.7787614974244682,0.10228420671553748,0.26945434621378944,0.5442497654946676,0.4117567784946025,0.6549192190899988,0.025849831787988324
0,0.95,0.75,0.5,0.9,0.7787614974244682,0.10228420671553748,0.26945434621378944,0.7404976628456336,0.26530888492534355,0.99385556263303,0.02102506701557
0,0.95,0.75,0.9,0.2,0.7787614974244682,0.10228420671553748,0.26945434621378944,0.36482311648807003,0.5111618391568458,0.4474345621363701,0.036610186260642184
0,0.95,0.75,0.9,0.9,0.7787614974244682,0.10228420671553748,0.26945434621378944,0.718069331719809,0.2777345175081239,0.9679199805138265,0.022467825853837994
0,0.95,1.0,0.1,0.2,1.0,0.04783488949419837,0.10555950872594722,0.9376165110505802,0.10205780730603464,1.0,0.004428722855385338
0,0.95,1.0,0.1,0.9,1.0,0.04783488949419837,0.10555950872594722,0.9880165110505802,0.06174347608440202,1.0,0.0037692049515539463
0,0.95,1.0,0.5,0.2,1.0,0.04783488949419837,0.10555950872594722,0.7072165110505801,0.21879380730603465,0.769135154768927,0.011978604389488928
0,0.95,1.0,0.5,0.9,1.0,0.04783488949419837,0.10555950872594722,0.9592165110505801,0.07633547608440204,1.0,0.004821655069396899
0,0.95,1.0,0.9,0.2,1.0,0.04783488949419837,0.10555950872594722,0.4768165110505801,0.33552980730603466,0.533615154768927,0.022179353160456522
0,0.95,1.0,0.9,0.9,1.0,0.04783488949419837,0.10555950872594722,0.9304165110505802,0.090927476084402,1.0,0.005935911295911849
1,0.0,0.25,0.1,0.2,0.18809217263677655,1.0,0.7878747789549881,0.07725806349289821,0.9067451580274715,0.42911071807784584,0.07779213583971657
1,0.0,0.25,0.1,0.9,0.18809217263677655,1.0,0.7878747789549881,0.08673790899379175,0.7848195415034692,0.5701246331033373,0.09992458008419541
1,0.0,0.25,0.5,0.2,0.18809217263677655,1.0,0.7878747789549881,0.0339216269173849,0.959879546463146,0.29647567796131347,0.08440061725668006
